alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers
e1a0088f24,2026-06-17T12:55:04.083564+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,64893.28,65113.2216,64491.88,1.83,swing_level,-4,64,HIGH,4,swing (1-3 days),45.03,183.2847,48.57,MIXED,12,1.01,0,CLOSED,LOSS,0,65113.2216,64,,2026-06-17,0,0,
a3943224f3,2026-06-17T12:58:22.194916+00:00,NQ,15m,VWAP_BOUNCE_BULL,LONG,30491.75,30453.6328,30584.5,2.43,swing_level_sweet,10,78,HIGH,,swing (1-3 days),52.24,40.586,17.3,MIXED,12,0.95,0,CLOSED,LOSS,0,30453.6328,77,,2026-06-17,0,0,
8859b7bbba,2026-06-17T14:23:17.653381+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,65176.94,65426.5456,64491.88,2.74,swing_level_sweet,-2,76,HIGH,4,swing (1-3 days),54.15,208.0046,34.82,MIXED,14,0.94,0,CLOSED,LOSS,0,65426.5456,76,,2026-06-17,0,0,
1df3d49dd1,2026-06-17T15:26:15.014370+00:00,SOL,15m,VWAP_BOUNCE_BULL,LONG,73.02,72.2228,74.27,1.57,swing_level,-1,65,HIGH,1,swing (1-3 days),61.68,0.3862,29.48,MIXED,15,0.94,0,CLOSED,WIN,0,74.27,62,,2026-06-17,0,0,
d1cc51302b,2026-06-17T16:36:51.592213+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,73.99,74.7485,72.27,2.27,swing_level_sweet,0,80,HIGH,1,swing (1-3 days),67.65,0.4283,29.85,MIXED,16,1.12,0,CLOSED,WIN,0,72.27,81,,2026-06-17,0,0,
0d75874885,2026-06-17T18:17:17.478536+00:00,NQ,1h,VWAP_REJECT_BEAR,SHORT,30307.75,30510.7259,29600.0,3.49,swing_level,8,48,LOW,,scalp (minutes-hours),39.29,129.8793,32.01,LH_LL,18,1.99,0,CLOSED,LOSS,0,30510.7259,48,,2026-06-17,0,0,
e0e6ead354,2026-06-17T18:36:36.139631+00:00,GC,1h,MACD_CROSS_BEAR,SHORT,4309.5,4410.5365,4072.8,2.34,swing_level_sweet,-6,90,HIGH,,swing (1-3 days),37.02,23.1218,18.2,MIXED,18,5.58,0,CLOSED,WIN,0,4256.4,90,,2026-06-17,0,0,
7d071d8697,2026-06-17T18:56:35.688394+00:00,BTC,1h,STOCH_REVERSAL_BEAR,SHORT,65728.27,66349.4842,64190.0,2.48,swing_level_sweet,-3,73,HIGH,2,swing (1-3 days),53.14,513.7105,20.5,LH_LL,18,3.44,0,CLOSED,WIN,0,64190.0,73,,2026-06-17,0,0,
ca6ceef031,2026-06-18T02:26:16.881663+00:00,SOL,15m,VWAP_BOUNCE_BULL,LONG,72.58,72.0841,73.88,2.62,swing_level_sweet,-2,64,HIGH,2,swing (1-3 days),56.84,0.3796,16.18,MIXED,2,0.9,0,CLOSED,LOSS,0,72.0841,64,,2026-06-18,0,0,
c3c5cea581,2026-06-18T12:28:31.968861+00:00,GC,4h,BB_REVERSION_BULL,LONG,4275.0,4244.0722,4388.6,3.67,swing_level,-10,90,HIGH,,swing (1-3 days),44.88,46.0925,25.9,HH_HL,12,0.31,1,CLOSED,LOSS,0,4244.0722,90,,2026-06-18,0,0,
a28c7cf5e2,2026-06-18T18:34:18.039087+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,62688.13,63039.595,62159.76,1.5,swing_level,-10,54,MEDIUM,3,intraday (hours),38.17,282.168,42.43,LH_LL,18,0.92,0,CLOSED,LOSS,0,63039.595,54,,2026-06-18,0,0,
1e1fa67cc4,2026-06-19T06:16:50.409487+00:00,GC,1h,BB_REVERSION_BULL,LONG,4158.5,4132.5296,4245.5,3.35,swing_level,-10,88,HIGH,,swing (1-3 days),25.22,20.5679,45.21,MIXED,6,0.31,0,OPEN,,,,88,,2026-06-19,0,0,
a7b7512a79,2026-06-19T07:13:27.810611+00:00,NQ,15m,VWAP_BOUNCE_BULL,LONG,30576.0,30496.6077,30736.75,2.02,swing_level_sweet,8,77,HIGH,,swing (1-3 days),56.08,43.2117,32.73,MIXED,7,0.83,0,OPEN,,,,77,,2026-06-19,0,0,
